Index,Query(한글),LLM Output,Functions
1ZWZBA,오늘 점심은 간단하게 먹고 싶어,<function_MR>()<end>,['function_MR']
2ACGWF,다음 달에 있을 모임을 준비하려고 하는데 뭘 준비해야 할지 고민이야,<function_MR>()<end>,['function_MR']
2ACQAB,일요일 미세먼지 정보 보여줘 또 아침에 먹은 커피가 너무 진해서 잠이 확 깨더라,"<function_IO>(timeframe=9, location=""0"");<function_MR>()<end>","['function_IO', 'function_MR']"
2AGHOT,오늘 저녁은 무슨 메뉴로 할지 고민 중이야,<function_MR>()<end>,['function_MR']
2AUOVF,좋아하는 스포츠가 뭐야,<function_MR>()<end>,['function_MR']
2BABLV,일본어로 고마워는 어떻게 말해,<function_MR>()<end>,['function_MR']
2BDANS,이번 주에 새로운 프로젝트가 시작돼서 기대 중이야 그러고 나서 에이아이 모드의 외부 대기 상태 연동 꺼줘,"<function_MR>();<function_BP>(enable=1, type=0)<end>","['function_MR', 'function_BP']"
2BSZAN,오늘은 하루가 정말 빨리 지나갔어 뭘 했는지 모르겠어,<function_MR>()<end>,['function_MR']
2BZAOF,매너모드 실행해줄래 또 저녁에 산책할 때 조용한 음악을 들으면 기분이 좋아져,<function_ZX>(enable=True);<function_MR>()<end>,"['function_ZX', 'function_MR']"
2CADJZ,오늘 하루는 정말 길었어 이제 쉬고 싶다 그 다음에 필터 상태 알려주세요,<function_MR>();<function_UJ>()<end>,"['function_MR', 'function_UJ']"
2CECEV,오늘 점심은 뭐 먹지 뭔가 색다른 걸 먹어보고 싶어,<function_MR>()<end>,['function_MR']
2CIOCN,다음 주말에 여행 가려고 계획 세우고 있어,<function_MR>()<end>,['function_MR']
2CRPRQ,이번 주말에는 뭘 할까 미리 계획을 세워야겠어,<function_MR>()<end>,['function_MR']
2CSIMI,새로 산 옷이 너무 마음에 들어 매일 입고 다니고 있어 또 감지 감도를 낮게 설정해줘,<function_MR>();<function_QD>(type=0)<end>,"['function_MR', 'function_QD']"
2DPPPG,내일은 조금 더 부지런하게 보내야지 할 일이 많아,<function_MR>()<end>,['function_MR']
2DSSZI,"아, 그만하고 싶다, 이거 또 매너모드 활성화해줘",<function_MR>();<function_ZX>(enable=True)<end>,"['function_MR', 'function_ZX']"
2DZZSI,이번 주말에 새로운 식당을 찾아가볼까 고민 중이야 그러고 나서 이동 잠시 일시 정지해줘,<function_MR>();<function_YA>(move=1)<end>,"['function_MR', 'function_YA']"
2EOZQW,새로운 스킬을 배우고 싶어,<function_MR>()<end>,['function_MR']
2ETPGM,소리 볼륨을 이로 맞춰줘 다음으로 이번 주말에 뭐 할거야,<function_ZV>(volume=2);<function_MR>()<end>,"['function_ZV', 'function_MR']"
2EUMHA,"집에서 영화 보는 게 좋아, 아니면 영화관이 좋아",<function_MR>()<end>,['function_MR']
2EVZGD,이번에 새로 나온 게임 해봤어 정말 재미있더라,<function_MR>()<end>,['function_MR']
2EYSLQ,내일은 친구들과 카페에서 시간을 보낼 계획이야,<function_MR>()<end>,['function_MR']
2EZKYK,새로 나온 게임이 재미있어 보이던데 언제 한번 해봐야겠어,<function_MR>()<end>,['function_MR']
2FCHBN,요즘 스트레스를 너무 많이 받아서 운동으로 풀고 있어,<function_MR>()<end>,['function_MR']
2FCLXE,요즘 스트레스가 많아,<function_MR>()<end>,['function_MR']
2FHCXF,요즘 무슨 취미 생겼어,<function_MR>()<end>,['function_MR']
2FJCBI,오늘 점심 뭐 먹지,<function_MR>()<end>,['function_MR']
2FNPGF,책상 정리 좀 해야겠어 너무 지저분해졌어,<function_MR>()<end>,['function_MR']
2FTFMR,오늘은 뭘 해야 할지 모르겠어 그냥 편하게 쉬고 싶어,<function_MR>()<end>,['function_MR']
2FTTUC,현재 프라이버시가 어떤 상태입니까 그 다음에 다음 주에 중요한 발표가 있는데 준비가 잘 될지 걱정 돼,<function_GN>(get=True);<function_MR>()<end>,"['function_GN', 'function_MR']"
2GAWSS,친구가 보내준 선물이 정말 마음에 들어 오랜만에 웃었어,<function_MR>()<end>,['function_MR']
2GDJJN,최근에 다이어트를 시작했어,<function_MR>()<end>,['function_MR']
2GMHXV,테마를 상세 공기질로 변경해주실래요 이어서 새로 나온 영화가 기대 돼 이번 주말에 보러 갈까 생각 중이야,<function_HG>(theme=2);<function_MR>()<end>,"['function_HG', 'function_MR']"
2GOAAR,책 좀 추천해줘,<function_MR>()<end>,['function_MR']
2HBEJE,오늘은 가볍게 산책을 하면서 하루를 마무리해야겠어,<function_MR>()<end>,['function_MR']
2HHJQR,읽고 있는 책이 정말 두꺼워,<function_MR>()<end>,['function_MR']
2HSRXS,가장 좋아하는 아이스크림 맛이 뭐야,<function_MR>()<end>,['function_MR']
2HUGHV,겨울엔 정말 추운 걸 싫어해,<function_MR>()<end>,['function_MR']
2HYELS,새로 나온 앨범 어땠어,<function_MR>()<end>,['function_MR']
2IBFUI,산소포화도 확인하고 싶어요 다음으로 다음 주말에는 부모님과 시간을 보내기로 했어,<function_GV>();<function_MR>()<end>,"['function_GV', 'function_MR']"
2ICCSB,내 뒤를 따라와 그 다음에 이번 주말에는 가족들이랑 시간을 보내기로 했어,<function_CK>();<function_MR>()<end>,"['function_CK', 'function_MR']"
2IOGVA,내일은 좀 더 부지런히 일해야겠어 할 일이 많거든,<function_MR>()<end>,['function_MR']
2IPPPK,이번에 무슨 브랜드를 살까 고민 중이야 그리고 주말 공기질 상태 알려줘,"<function_MR>();<function_IO>(timeframe=2, location=""0"")<end>","['function_MR', 'function_IO']"
2IYONZ,운동 다녀왔어 그리고 풍량을 약풍으로 바꿔줘,<function_MR>();<function_NK>(speed=1)<end>,"['function_MR', 'function_NK']"
2IYQUF,주말에 만날 수 있어,<function_MR>()<end>,['function_MR']
2JKILC,요즘 음악 추천 좀 해줘,<function_MR>()<end>,['function_MR']
2JKWEF,새로 산 가구가 정말 마음에 들어 집이 훨씬 넓어 보이더라,<function_MR>()<end>,['function_MR']
2JRTNW,터치음을 사십퍼로 올려줘 다음으로 넌 무슨 취미 있어,<function_ZV>(volume=2);<function_MR>()<end>,"['function_ZV', 'function_MR']"
2JVFTO,커피 한 잔 할래,<function_MR>()<end>,['function_MR']
2KASSV,일요일 몬트리올 날씨 비 와 다음으로 새로 산 책이 너무 재미있어서 밤새 읽었어,"<function_MO>(timeframe=9, location=몬트리올);<function_MR>()<end>","['function_MO', 'function_MR']"
2KCQQZ,다음 주말에는 가족들과 여행을 가기로 했어,<function_MR>()<end>,['function_MR']
2KOJNT,이번 주에는 운동을 좀 더 열심히 해야겠어 체력이 떨어지는 것 같아,<function_MR>()<end>,['function_MR']
2LAHPZ,오늘 저녁 뭐 먹지 그 다음에 밝기를 제로로 설정해줘,<function_MR>();<function_WN>(brightness=0)<end>,"['function_MR', 'function_WN']"
2LWQZB,주말엔 보통 뭐해,<function_MR>()<end>,['function_MR']
2LXTGV,요즘 재미있는 책 있어 또 스캐닝 공기청정 꺼라,<function_MR>();<function_IH>(scan=False)<end>,"['function_MR', 'function_IH']"
2MBWRT,나무 남성으로 지정해주실래요 그 다음에 다음 달에 있을 여행을 위해 준비해야 할 것들이 많아,<function_GQ>(gender=2);<function_MR>()<end>,"['function_GQ', 'function_MR']"
2MDBQK,집에서 푹 쉬는 게 좋아,<function_MR>()<end>,['function_MR']
2MKJSJ,이번 주말에 콘서트 가볼까,<function_MR>()<end>,['function_MR']
2NDGBI,최근 하는 일이 뭐야,<function_MR>()<end>,['function_MR']
2NFIWW,요즘 들어 스트레스를 많이 받아서 여행을 가고 싶어,<function_MR>()<end>,['function_MR']
2NZJUH,공간별 누적 대기질 정보 연동 작동 중인가요 이어서 오늘 하루는 너무 길어서 이제 좀 쉬고 싶어,<function_BP>(get=True);<function_MR>()<end>,"['function_BP', 'function_MR']"
2OEQCX,요즘 뜨는 밴드 알아,<function_MR>()<end>,['function_MR']
2OKTBV,이번에 새로 산 옷 어때,<function_MR>()<end>,['function_MR']
2OTHQD,내일은 아침 일찍 일어나서 운동을 해야겠어,<function_MR>()<end>,['function_MR']
2OWXJO,나 좀 우울한 것 같아,<function_MR>()<end>,['function_MR']
2PHMTU,이번 주말에는 가족들과 여행을 가기로 했어,<function_MR>()<end>,['function_MR']
2PONZQ,오늘 저녁은 무슨 메뉴로 할지 고민 중이야 다음으로 바이탈 사인 체크해주세요,<function_MR>();<function_GV>()<end>,"['function_MR', 'function_GV']"
2PWYLI,새로운 화장품을 샀는데 정말 좋아,<function_MR>()<end>,['function_MR']
2QGCJM,집에 돌아와서 샤워하니까 너무 상쾌해졌어,<function_MR>()<end>,['function_MR']
2QHGML,스캐닝 기능 비활성화 해줘 또 주말엔 보통 뭐해,<function_IH>(scan=False);<function_MR>()<end>,"['function_IH', 'function_MR']"
2QKKAU,온도를 섭씨로 변경할 수 있어 다음으로 새로 나온 책을 읽고 있는데 너무 흥미진진해서 시간 가는 줄 몰라,<function_EW>(type=0);<function_MR>()<end>,"['function_EW', 'function_MR']"
2QQQAB,요즘은 건강에 신경을 많이 써서 운동을 더 자주 하고 있어,<function_MR>()<end>,['function_MR']
2QVDMG,매일 운동하려고 노력 중이야,<function_MR>()<end>,['function_MR']
2QVIEC,주말에 같이 게임할 사람 구하는데 누구 할래,<function_MR>()<end>,['function_MR']
2QXZDI,오늘은 푹 쉬고 싶어서 집에서 시간을 보내려고 해,<function_MR>()<end>,['function_MR']
2RGKKP,내일 중요한 회의가 있어서 준비를 좀 더 해야겠어,<function_MR>()<end>,['function_MR']
2RKICC,내일 베이징의 공기질 예보를 보여줘 이어서 수영하러 가는 거 어때,"<function_IO>(timeframe=1, location=베이징);<function_MR>()<end>","['function_IO', 'function_MR']"
2RLIIA,내일은 아침에 일찍 일어나서 운동하고 싶어,<function_MR>()<end>,['function_MR']
2SFRIL,내일은 오랜만에 친구랑 점심을 먹으려고 해,<function_MR>()<end>,['function_MR']
2SHHTD,어디로 가는 중인지 말해주실래요 그리고 이번 주말에는 집에서 푹 쉬면서 시간을 보내려고 해,<function_ID>(get=True);<function_MR>()<end>,"['function_ID', 'function_MR']"
2SXTXZ,요즘 재미있는 책 있어,<function_MR>()<end>,['function_MR']
2TCOWK,새로 산 이어폰이 정말 좋아서 음악 듣는 게 더 즐거워졌어,<function_MR>()<end>,['function_MR']
2TUKWG,새로운 노트북을 살까 말까 고민 중이야 그 후에 목요일 노량진 공기질 때문에 마스크 써야 할까,"<function_MR>();<function_IO>(timeframe=6, location=노량진)<end>","['function_MR', 'function_IO']"
2UNXLU,이 영화 어때,<function_MR>()<end>,['function_MR']
2UUPYE,운동을 꾸준히 하려고 노력 중인데 쉽지 않네,<function_MR>()<end>,['function_MR']
2UYLXB,이 배우 연기 진짜 잘하지,<function_MR>()<end>,['function_MR']
2VOHVM,이번 주말에는 영화를 보러 갈 계획이 있어,<function_MR>()<end>,['function_MR']
2VYMCF,일요일 날씨 전망을 표시해줄 수 있어 그 다음에 새로 나온 스마트폰 사고 싶은데 지금 사도 괜찮을까,"<function_MO>(timeframe=9, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
2VYMWI,새로 시작한 취미가 너무 즐거워 더 자주 하고 싶어,<function_MR>()<end>,['function_MR']
2VZMQG,공기질 아이 표시 기능 해제해줘 이어서 디저트 먹고 싶은데 뭐가 좋을까,<function_SC>(enable=False);<function_MR>()<end>,"['function_SC', 'function_MR']"
2WCYCB,주말에는 주로 공부하니 또 수요일 기기 근처 공기 상태는 어때,"<function_MR>();<function_IO>(timeframe=5, location=""0"")<end>","['function_MR', 'function_IO']"
2WEFHJ,이번 주말에는 오랜만에 가족들과 시간을 보내려고 해,<function_MR>()<end>,['function_MR']
2WGKES,주말에 가족들이랑 놀러 가려고 계획 중이야,<function_MR>()<end>,['function_MR']
2WOITV,오늘은 진짜 아무것도 하기 싫어서 그냥 누워만 있었어,<function_MR>()<end>,['function_MR']
2WSWGS,집에 있는 간식이 다 떨어져서 마트에 가야겠어,<function_MR>()<end>,['function_MR']
2WUUEO,내일 아침에는 일찍 일어나서 하루를 좀 길게 써야겠어,<function_MR>()<end>,['function_MR']
2WZQRD,주말에 뭘 하면 좋을지 추천해줘,<function_MR>()<end>,['function_MR']
2XAKDB,주말에 영화관에 가고 싶은데 요즘 재밌는 영화 뭐가 있을까,<function_MR>()<end>,['function_MR']
2XBXPF,오늘은 하루 종일 바쁘게 보냈는데도 아직 해야 할 일이 남아있어,<function_MR>()<end>,['function_MR']
2XCGOJ,오늘은 친구들과 함께 시간을 보내려고 해,<function_MR>()<end>,['function_MR']
2XDSLW,오늘 진짜 바빴어,<function_MR>()<end>,['function_MR']
2XOVVC,새로운 노래가 나왔는데 한번 들어봐야겠어,<function_MR>()<end>,['function_MR']
2XPLER,커피 한 잔 할까 그 후에 소리 꺼줘,<function_MR>();<function_ZV>(volume=0)<end>,"['function_MR', 'function_ZV']"
2XUKOB,책을 읽다가 잠이 들었네 다시 시작해야겠어,<function_MR>()<end>,['function_MR']
2YCNAS,저는 사진 찍는 걸 정말 좋아해요,<function_MR>()<end>,['function_MR']
2YEQXK,내일 아침엔 일찍 일어나서 할 일을 빨리 끝내고 싶어,<function_MR>()<end>,['function_MR']
2YPGKR,내일은 아침 일찍 일어나서 하루를 길게 써야겠어,<function_MR>()<end>,['function_MR']
2ZGHTQ,여행 가서 먹을 맛집 리스트 만들어놨어,<function_MR>()<end>,['function_MR']
2ZGUER,다음 주에 친구들이랑 여행 가기로 했는데 기대 돼 그리고 화요일 날씨 정보 표시해줄래,"<function_MR>();<function_MO>(timeframe=4, location=""0"")<end>","['function_MR', 'function_MO']"
2ZMWRZ,내일은 조금 더 부지런하게 보내야겠어 할 일이 많아,<function_MR>()<end>,['function_MR']
2ZOKOZ,목소리 설정이 어떻게 되어있나요 다음으로 내일은 운동을 꼭 해야겠어 요즘 너무 게을러졌어,<function_GQ>(get=True);<function_MR>()<end>,"['function_GQ', 'function_MR']"
2ZUHCR,새로 산 책이 너무 재밌어서 시간 가는 줄 모르고 읽고 있어,<function_MR>()<end>,['function_MR']
2ZUYJK,이번 주말에는 오랜만에 친구들이랑 만나서 저녁 먹기로 했어,<function_MR>()<end>,['function_MR']
2ZXTHM,이번 주에는 운동을 좀 더 자주 해야겠어,<function_MR>()<end>,['function_MR']
3ADBLB,주말에 가족들이랑 모임이 있는데 무슨 얘기를 할지 고민이야 이어서 일요일 프라하 공기질 때문에 마스크 써야 할까,"<function_MR>();<function_IO>(timeframe=9, location=프라하)<end>","['function_MR', 'function_IO']"
3AEKZF,이 책 읽어볼까,<function_MR>()<end>,['function_MR']
3BLOXF,온도를 화씨로 변경할 수 있어 그러고 나서 저녁으로 뭐 먹을까 치킨 아니면 피자,<function_EW>(type=1);<function_MR>()<end>,"['function_EW', 'function_MR']"
3BNYAL,오늘 저녁 메뉴는 뭘로 할까 고민 중이야,<function_MR>()<end>,['function_MR']
3CBUFK,주말에 집에서 요리해볼까,<function_MR>()<end>,['function_MR']
3CELFO,이번 주말에는 캠핑을 가볼까 생각 중이야,<function_MR>()<end>,['function_MR']
3CQCCI,테니스 치러 가볼까,<function_MR>()<end>,['function_MR']
3CRJII,소리 볼륨을 일로 맞춰줘 그 다음에 이번 주에 할 일 많아,<function_ZV>(volume=1);<function_MR>()<end>,"['function_ZV', 'function_MR']"
3CXMTV,영화 다 보고 나서 카페 갈까 그 다음에 음소거가 꺼져있나요,<function_MR>();<function_MV>(get=True)<end>,"['function_MR', 'function_MV']"
3DASZB,내일은 조금 일찍 일어나서 할 일 좀 미리 해둬야겠어,<function_MR>()<end>,['function_MR']
3DNPHV,요즘에는 뉴스 볼 때마다 걱정되는 일이 많아,<function_MR>()<end>,['function_MR']
3DORFM,국내 여행도 좋은 데가 많아,<function_MR>()<end>,['function_MR']
3DQRGL,풍량 설정 상태를 알고 싶어요 그러고 나서 넌 아침형 인간이야,<function_NK>(get=True);<function_MR>()<end>,"['function_NK', 'function_MR']"
3DSXAE,내일은 아침 일찍 일어나서 운동을 할 계획이야,<function_MR>()<end>,['function_MR']
3EHUOH,오랜만에 영화를 보려고 하는데 어떤 영화를 볼지 고민이네,<function_MR>()<end>,['function_MR']
3EIOXW,오늘 저녁에는 친구들이랑 만나서 시간을 보낼 예정이야,<function_MR>()<end>,['function_MR']
3EMKLA,노원구의 수요일 날씨 정보 표시해줄래 다음으로 집에 있는 시간이 많아지니까 집안일을 자꾸 미루게 돼,"<function_MO>(timeframe=5, location=노원구);<function_MR>()<end>","['function_MO', 'function_MR']"
3EQJNK,가장 좋아하는 계절이 뭐야,<function_MR>()<end>,['function_MR']
3ETKWI,운동을 하고 나니까 몸이 가벼워진 느낌이 들어,<function_MR>()<end>,['function_MR']
3EWMQS,새로운 취미나 기술을 배우는 게 중요해 그러고 나서 화요일 공기질 상태 알려줘,"<function_MR>();<function_IO>(timeframe=4, location=""0"")<end>","['function_MR', 'function_IO']"
3FAAPG,집에 있는 간식이 다 떨어져서 마트에 가야겠어 다음으로 내일 파리 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=1, location=파리)<end>","['function_MR', 'function_MO']"
3FYWBC,음성 인지 시스템 종료해 그러고 나서 책을 다 읽었는데 이제 무슨 책을 읽어야 할지 고민이네,<function_QT>(enable=False);<function_MR>()<end>,"['function_QT', 'function_MR']"
3GBBQN,이 영화 명장면이지,<function_MR>()<end>,['function_MR']
3GOEZV,이번 주말에 같이 요리할래,<function_MR>()<end>,['function_MR']
3GTDWO,새로 산 이어폰이 너무 좋아서 음악 듣는 게 더 즐거워졌어,<function_MR>()<end>,['function_MR']
3GXVWV,주말에는 집안 청소를 해야 할 것 같은데 어디서부터 시작할지 고민이야,<function_MR>()<end>,['function_MR']
3GZCHO,요즘 스트레스를 많이 받아서 운동을 시작해볼까 생각 중이야 그러고 나서 에이아이 모드에서 실외 대기질 정보 연동 꺼주세요,"<function_MR>();<function_BP>(enable=1, type=0)<end>","['function_MR', 'function_BP']"
3HAHDQ,조깅하러 나갈까,<function_MR>()<end>,['function_MR']
3HDKTB,방 청소를 하려고 했는데 시작도 안 했어,<function_MR>()<end>,['function_MR']
3HZLIO,이거 어떻게 사용하는 거지,<function_MR>()<end>,['function_MR']
3IHJRD,고스트 모드 종료해주세요 그리고 주말에 뭐 할지 아직 정하지 못했어 그냥 집에 있을까 생각 중이야,<function_BS>(enable=False);<function_MR>()<end>,"['function_BS', 'function_MR']"
3IKGDY,실외 대기질 정보 연동이 꺼져 있는 상태인지 확인해주실래요 이어서 이번 주말에는 뭘 할까 미리 계획을 세워야겠어,<function_BP>(get=True);<function_MR>()<end>,"['function_BP', 'function_MR']"
3JDAEF,내일 아침에는 일찍 일어나서 운동을 할 계획이야,<function_MR>()<end>,['function_MR']
3JYNMA,새로운 취미를 찾고 싶어 뭐가 좋을까,<function_MR>()<end>,['function_MR']
3JZQPN,내일은 친구랑 점심을 먹으면서 시간을 보낼 예정이야,<function_MR>()<end>,['function_MR']
3JZTRG,다음 주에는 조금 더 부지런하게 지내야겠다고 결심했어 이어서 금요일 해남 날씨 어때,"<function_MR>();<function_MO>(timeframe=7, location=해남)<end>","['function_MR', 'function_MO']"
3KEOGJ,이번 달은 너무 정신없이 바빴어서 여유 시간이 거의 없었어,<function_MR>()<end>,['function_MR']
3KLCUY,아침에 일어나서 바로 운동하는 게 참 어렵네 다음으로 내일 서울 날씨 어때,"<function_MR>();<function_MO>(timeframe=1, location=서울)<end>","['function_MR', 'function_MO']"
3KUSZH,음성 인식이 작동되어있나요 또 이번 달은 너무 바빠서 친구들 만날 시간이 없었어,<function_QT>(get=True);<function_MR>()<end>,"['function_QT', 'function_MR']"
3KYFCM,새로운 노트북을 살까 말까 고민 중이야,<function_MR>()<end>,['function_MR']
3LYMKH,책상 정리해야겠어 그리고 바람 강도 약풍으로 맞춰줘,<function_MR>();<function_NK>(speed=1)<end>,"['function_MR', 'function_NK']"
3LZVMH,강릉의 금요일 날씨 정보 표시해줄래 이어서 새로 나온 드라마가 인기가 많아서 한번 봐야겠어,"<function_MO>(timeframe=7, location=강릉);<function_MR>()<end>","['function_MO', 'function_MR']"
3MNVIU,저녁으로 뭘 먹어야 할지 아직도 결정 못 했어,<function_MR>()<end>,['function_MR']
3MSZZS,밝기를 100퍼로 설정해줘 이어서 주말에 시간 있어,<function_WN>(brightness=5);<function_MR>()<end>,"['function_WN', 'function_MR']"
3NDOVI,이번에 새로 공부 시작한 게 뭐야 그리고 화요일 이스탄불 공기질 때문에 마스크 써야 할까,"<function_MR>();<function_IO>(timeframe=4, location=이스탄불)<end>","['function_MR', 'function_IO']"
3NEMKO,내일 아침은 뭐 먹지 오랜만에 빵을 먹을까,<function_MR>()<end>,['function_MR']
3NMATZ,디저트로 케이크 어때,<function_MR>()<end>,['function_MR']
3NSNFL,잠이 안 와서 유튜브를 계속 보고 있어,<function_MR>()<end>,['function_MR']
3NTVVT,다음 주에는 새로운 취미를 시작해볼까 고민 중이야 또 에이아이 모드 둘 다 꺼주세요,"<function_MR>();<function_BP>(enable=1, type=2)<end>","['function_MR', 'function_BP']"
3NUIWL,내일 날씨 전망을 표시해줄 수 있어 그 다음에 저녁으로 뭘 먹어야 할지 아직도 결정 못 했어,"<function_MO>(timeframe=1, location=""0"");<function_MR>()<end>","['function_MO', 'function_MR']"
3ONHGK,이번에 새로 나온 영화 본 사람 있어,<function_MR>()<end>,['function_MR']
3OOEDG,요즘에는 뉴스 볼 때마다 걱정되는 일이 많아 이어서 매너모드 해제해줘,<function_MR>();<function_ZX>(enable=False)<end>,"['function_MR', 'function_ZX']"
3OOYVX,커피를 너무 많이 마셔서 잠이 안 온다,<function_MR>()<end>,['function_MR']
3OXYPC,이번 주말에는 가족들이랑 오랜만에 외식이나 할까 생각 중이야,<function_MR>()<end>,['function_MR']
3PGGFT,친구랑 같이 새로운 요리를 해보고 싶은데 뭐가 좋을까,<function_MR>()<end>,['function_MR']
3PHLGT,오늘 하루 종일 아무것도 안 했는데 시간은 왜 이렇게 빨리 갔지,<function_MR>()<end>,['function_MR']
3PKXOY,스캐닝 청정 지금 꺼져 있나요 이어서 이번 주말에 계획 있어,<function_IH>(get=True);<function_MR>()<end>,"['function_IH', 'function_MR']"
3PNIBJ,주말에 친구들이랑 만나서 뭐 할지 아직도 결정 못 했어,<function_MR>()<end>,['function_MR']
3PUTEF,저녁에 뭐 먹을지 아직 결정 못했어 빨리 정해야겠어,<function_MR>()<end>,['function_MR']
3PZWNR,온도 단위를 섭씨로 바꿔줄래요 다음으로 내일 아침에 뭐 먹지 고민되네 오랜만에 브런치를 먹을까,<function_EW>(type=0);<function_MR>()<end>,"['function_EW', 'function_MR']"
3QJKVV,이번 주말에 뭐 하려고 그 후에 바람 강도 중풍으로 맞춰줘,<function_MR>();<function_NK>(speed=2)<end>,"['function_MR', 'function_NK']"
3RAZEF,새로운 취미나 기술을 배우는 게 중요해,<function_MR>()<end>,['function_MR']
3RDBLL,이번 주말에는 오랜만에 친구들이랑 만나서 저녁 먹기로 했어 이어서 감지 감도를 보통으로 설정해줘,<function_MR>();<function_QD>(type=1)<end>,"['function_MR', 'function_QD']"
3RGJPP,아 맛있는 거 먹고 싶은걸,<function_MR>()<end>,['function_MR']
3RJHXM,새로 시작한 취미가 너무 재밌어서 시간 가는 줄 모르겠어,<function_MR>()<end>,['function_MR']
3RLUOA,친구랑 여행 계획 짜고 있어,<function_MR>()<end>,['function_MR']
3RPHQN,내일은 아침에 일찍 일어나서 운동해야지,<function_MR>()<end>,['function_MR']
3RXPYY,이번 주말에는 집에서 푹 쉬면서 시간을 보내려고 해,<function_MR>()<end>,['function_MR']
3SFMOW,이번 주말엔 집 청소를 제대로 한번 해볼까 생각 중이야,<function_MR>()<end>,['function_MR']
3SKAEX,오늘은 하루 종일 바빴는데 이제야 좀 쉬는 시간이 생겼어,<function_MR>()<end>,['function_MR']
3SMDHZ,토요일 여기에 공기가 나쁠까 그러고 나서 점심으로 먹은 음식이 너무 맛있어서 또 먹고 싶어,"<function_IO>(timeframe=8, location=""0"");<function_MR>()<end>","['function_IO', 'function_MR']"
3SSFMA,여행 갈 때 꼭 챙기는 물건이 있어,<function_MR>()<end>,['function_MR']
3SUPYN,새로 산 책을 읽고 있는데 내용이 너무 흥미로워 그 후에 토요일 런던 날씨 어때,"<function_MR>();<function_MO>(timeframe=8, location=런던)<end>","['function_MR', 'function_MO']"
3SYFBB,이번에 새로 나온 음식을 먹어보고 싶은데 어디서 먹을지 고민이야,<function_MR>()<end>,['function_MR']
3SYWWI,오늘은 일찍 자고 내일은 일찍 일어나야지,<function_MR>()<end>,['function_MR']
3SZMLM,긴장을 풀기 좋은 방법이 뭐야,<function_MR>()<end>,['function_MR']
3TAEZX,이번 주에 등산 가볼래,<function_MR>()<end>,['function_MR']
3TIIZZ,이번 주말에는 뭔가 특별한 계획을 세우고 싶어 또 일요일 기기 근처 공기 상태는 어때,"<function_MR>();<function_IO>(timeframe=9, location=""0"")<end>","['function_MR', 'function_IO']"
3TPYAG,아침 뭐 먹었어,<function_MR>()<end>,['function_MR']
3TSAYC,이번 주말에는 가족들이랑 오랜만에 외식을 하려고 해,<function_MR>()<end>,['function_MR']
3TTRQW,오늘 일정 끝났어,<function_MR>()<end>,['function_MR']
3ULTBG,운동할 때 어떤 음악 듣니,<function_MR>()<end>,['function_MR']
3UQYGT,요리를 잘 하니,<function_MR>()<end>,['function_MR']
3UWBEV,커피를 너무 많이 마셔서 잠이 안 온다 이어서 수요일 강남 미세먼지 어때,"<function_MR>();<function_IO>(timeframe=5, location=강남)<end>","['function_MR', 'function_IO']"
3VLIGP,이번 여름엔 해변에서 놀자,<function_MR>()<end>,['function_MR']
3VWILZ,이번 주말엔 영화관에 가서 영화 한 편 볼까 생각 중이야,<function_MR>()<end>,['function_MR']
3WBFDF,오늘은 일찍 자야겠어 내일 아침에 일찍 일어나야 하거든,<function_MR>()<end>,['function_MR']
3WEKGQ,내일 아침에 일찍 일어나야 돼 그 다음에 풍량을 강풍으로 바꿔줘,<function_MR>();<function_NK>(speed=3)<end>,"['function_MR', 'function_NK']"
3WIJIU,요즘 스트레스가 너무 많이 쌓였어 어떻게 풀어야 할지 모르겠어,<function_MR>()<end>,['function_MR']
3WZTJF,충전하러 복귀 또 이 옷 어때 괜찮아 보여,<function_KI>();<function_MR>()<end>,"['function_KI', 'function_MR']"
3XMFQY,친구랑 약속이 있었는데 갑자기 일이 생겨서 취소됐어,<function_MR>()<end>,['function_MR']
3XNDDL,퇴근 후에 뭐 할 계획이야,<function_MR>()<end>,['function_MR']
3XNZYI,화요일 두바이 공기질 걱정해야 할까 그리고 시간 관리 방법 공유해줄래,"<function_IO>(timeframe=4, location=두바이);<function_MR>()<end>","['function_IO', 'function_MR']"
3XTSCS,최신 영화 리뷰 읽어봤어,<function_MR>()<end>,['function_MR']
3XXUDY,요즘 책을 많이 읽고 있는데 재밌는 소설 추천해줄래 이어서 매너모드 종료해줄래,<function_MR>();<function_ZX>(enable=False)<end>,"['function_MR', 'function_ZX']"
3YDPOD,내일 비 온대,<function_MR>()<end>,['function_MR']
3YTOXE,내일 여기에 공기가 나쁠까 또 새로 배운 운동이 있어,"<function_IO>(timeframe=1, location=""0"");<function_MR>()<end>","['function_IO', 'function_MR']"
3YUDCK,이 식당 추천해줄래 그 다음에 미디음을 1단계로 조정해줄래,<function_MR>();<function_ZV>(volume=1)<end>,"['function_MR', 'function_ZV']"
3YVUFN,최신 개봉 영화 정보 좀 찾아볼까,<function_MR>()<end>,['function_MR']
3YYMXG,냉장고에 있는 재료들로 뭘 만들어 먹을 수 있을까,<function_MR>()<end>,['function_MR']
3ZBXSH,온라인 수업 듣는 게 어때 그리고 화요일 싱가포르 미세먼지 어때,"<function_MR>();<function_IO>(timeframe=4, location=싱가포르)<end>","['function_MR', 'function_IO']"
