Index,Query(한글),LLM Output,Functions
8YGHBO,처음 위치로 돌아가주면 좋겠어 수요일 카사블랑카 공기질 걱정해야 할까,"<function_KI>();<function_IO>(timeframe=5, location=카사블랑카)<end>","['function_KI', 'function_IO']"
8YVUTX,충전하러 복귀 또 엘이디 아이 밝기 이단계로 높일래,<function_KI>();<function_WN>(brightness=2)<end>,"['function_KI', 'function_WN']"
8ZIAWZ,처음 위치로 돌아가주면 좋겠어 이어서 주말 빈 미세먼지 어때,"<function_KI>();<function_IO>(timeframe=2, location=빈)<end>","['function_KI', 'function_IO']"
9FHAMR,충전 위치로 되돌아가 그러고 나서 주말 프라하 날씨 어때,"<function_KI>();<function_MO>(timeframe=2, location=프라하)<end>","['function_KI', 'function_MO']"
9FUNEX,스테이션 위치로 복귀하세요 이어서 수요일 날씨 몇 도야,"<function_KI>();<function_MO>(timeframe=5, location=""0"")<end>","['function_KI', 'function_MO']"
9JQDBG,이제 그만 복귀해 또 수요일 미세먼지 농도 어때,"<function_KI>();<function_IO>(timeframe=5, location=""0"")<end>","['function_KI', 'function_IO']"
9JRXVA,이제 그만 복귀해 이어서 금요일 수원 공기질 걱정해야 할까,"<function_KI>();<function_IO>(timeframe=7, location=수원)<end>","['function_KI', 'function_IO']"
9KKKER,충전 위치로 되돌아가 그리고 월요일 여기에 공기가 나쁠까,"<function_KI>();<function_IO>(timeframe=3, location=""0"")<end>","['function_KI', 'function_IO']"
9KLKLN,충전 위치로 되돌아가 다음으로 엘이디 눈 조명을 3로 맞출 수 있니,<function_KI>();<function_WN>(brightness=3)<end>,"['function_KI', 'function_WN']"
9LCQLR,스테이션 위치로 복귀하세요 그리고 내일 런던 날씨 어때,"<function_KI>();<function_MO>(timeframe=1, location=런던)<end>","['function_KI', 'function_MO']"
9MLPRZ,이제 그만 복귀해 그 다음에 자동 바람으로 설정해줘,<function_KI>();<function_NK>(speed=0)<end>,"['function_KI', 'function_NK']"
9OQEXT,이제 그만 복귀해 그리고 음소거 해,<function_KI>();<function_MV>(mute=True)<end>,"['function_KI', 'function_MV']"
9PANRF,충전하러 복귀 이어서 강릉 대기질 지수가 몇인지 알려줘,"<function_KI>();<function_IO>(timeframe=0, location=강릉)<end>","['function_KI', 'function_IO']"
9PISUQ,충전하러 복귀 다음으로 주말 몬트리올 날씨 알려줘,"<function_KI>();<function_MO>(timeframe=2, location=몬트리올)<end>","['function_KI', 'function_MO']"
9QHDAC,충전하러 복귀 이어서 토요일 여기에 공기가 나쁠까,"<function_KI>();<function_IO>(timeframe=8, location=""0"")<end>","['function_KI', 'function_IO']"
9RHEXD,처음 위치로 돌아가주면 좋겠어 이어서 목요일 후쿠오카 날씨 몇 도야,"<function_KI>();<function_MO>(timeframe=6, location=후쿠오카)<end>","['function_KI', 'function_MO']"
9RILZR,스테이션 위치로 복귀하세요 그리고 옆방 공기 청정이 필요해,<function_KI>();<function_FF>(position=옆방)<end>,"['function_KI', 'function_FF']"
9ROFGL,충전하러 복귀 그리고 내일 날씨 몇 도야,"<function_KI>();<function_MO>(timeframe=1, location=""0"")<end>","['function_KI', 'function_MO']"
9SRRDW,스테이션 위치로 복귀하세요 이어서 터보 바람 세기로 해줘,<function_KI>();<function_NK>(speed=4)<end>,"['function_KI', 'function_NK']"
9XJTVX,충전하러 복귀 그 다음에 엘이디 눈 밝기 몇 퍼인지 말해줄래,<function_KI>();<function_WN>(get=True)<end>,"['function_KI', 'function_WN']"
9YMJSH,충전 위치로 되돌아가 이어서 일요일 여기에 공기가 나쁠까,"<function_KI>();<function_IO>(timeframe=9, location=""0"")<end>","['function_KI', 'function_IO']"
9YSFEN,충전 위치로 되돌아가 목요일 후쿠오카 공기질 걱정해야 할까,"<function_KI>();<function_IO>(timeframe=6, location=후쿠오카)<end>","['function_KI', 'function_IO']"
9YVEHR,충전 위치로 되돌아가 그리고 청정 켜봐,<function_KI>();<function_PG>()<end>,"['function_KI', 'function_PG']"
9ZNBME,고정 공기 청정 가동 시작해줘 이어서 충전하러 복귀,<function_PG>();<function_KI>()<end>,"['function_PG', 'function_KI']"
